transaction_id,timestamp,transaction_date,transaction_hour,day_of_week,amount,merchant_category,payment_mode,location_type,is_successful,payment_status
TXN100482,2024-12-01 21:29:00,2024-12-01,21,Sunday,4803.6,Online Services,AutoPay,Semi-Urban,Yes,Successful
TXN100210,2024-12-02 07:16:00,2024-12-02,7,Monday,1649.62,Bills & Utilities,Online,Rural,No,Failed
TXN100423,2024-12-02 12:10:00,2024-12-02,12,Monday,1882.57,Food & Dining,AutoPay,Urban,Yes,Successful
TXN100367,2024-12-03 07:48:00,2024-12-03,7,Tuesday,1685.21,Entertainment,QR,Urban,No,Failed
TXN100217,2024-12-05 20:08:00,2024-12-05,20,Thursday,2026.26,Shopping,AutoPay,Rural,No,Failed
TXN100001,2024-12-06 11:00:00,2024-12-06,11,Friday,3250.0,Groceries,QR,Urban,Yes,Successful
TXN100060,2024-12-06 23:49:00,2024-12-06,23,Friday,159.07,Other,Online,Semi-Urban,No,Failed
TXN100434,2024-12-10 18:50:00,2024-12-10,18,Tuesday,587.36,Bills & Utilities,AutoPay,Rural,Yes,Successful
TXN100045,2024-12-10 23:41:00,2024-12-10,23,Tuesday,870.19,Travel,Contact,Urban,Yes,Successful
TXN100142,2024-12-11 08:29:00,2024-12-11,8,Wednesday,3374.06,Shopping,Online,Rural,No,Failed
TXN100017,2024-12-12 01:52:00,2024-12-12,1,Thursday,3628.99,Entertainment,Contact,Rural,No,Failed
TXN100027,2024-12-12 14:32:00,2024-12-12,14,Thursday,2351.82,Food & Dining,AutoPay,Urban,No,Failed
TXN100086,2024-12-13 12:07:00,2024-12-13,12,Friday,3265.46,Other,AutoPay,Rural,Yes,Successful
TXN100136,2024-12-13 15:22:00,2024-12-13,15,Friday,3534.68,Other,Online,Semi-Urban,No,Failed
TXN100486,2024-12-14 11:10:00,2024-12-14,11,Saturday,1429.29,Travel,AutoPay,Semi-Urban,No,Failed
TXN100349,2024-12-14 18:47:00,2024-12-14,18,Saturday,4456.75,Fuel,Contact,Rural,No,Failed
TXN100166,2024-12-15 08:58:00,2024-12-15,8,Sunday,872.0,Bills & Utilities,Contact,Urban,Yes,Successful
TXN100049,2024-12-16 00:30:00,2024-12-16,0,Monday,3592.78,Online Services,Online,Semi-Urban,Yes,Successful
TXN100471,2024-12-16 03:10:00,2024-12-16,3,Monday,404.07,Entertainment,Contact,Urban,No,Failed
TXN100431,2024-12-16 20:09:00,2024-12-16,20,Monday,2687.35,Travel,AutoPay,Urban,Yes,Successful
TXN100494,2024-12-16 20:50:00,2024-12-16,20,Monday,132.26,Other,Contact,Rural,No,Failed
TXN100209,2024-12-17 04:24:00,2024-12-17,4,Tuesday,3253.17,Entertainment,Online,Rural,Yes,Successful
TXN100287,2024-12-17 07:46:00,2024-12-17,7,Tuesday,4954.65,Entertainment,AutoPay,Semi-Urban,No,Failed
TXN100257,2024-12-17 11:32:00,2024-12-17,11,Tuesday,3484.22,Other,Online,Semi-Urban,No,Failed
TXN100316,2024-12-19 06:18:00,2024-12-19,6,Thursday,3912.95,Fuel,QR,Semi-Urban,Yes,Successful
TXN100401,2024-12-20 00:04:00,2024-12-20,0,Friday,1888.85,Shopping,QR,Rural,Yes,Successful
TXN100244,2024-12-20 11:33:00,2024-12-20,11,Friday,3132.44,Travel,QR,Semi-Urban,No,Failed
TXN100193,2024-12-21 14:09:00,2024-12-21,14,Saturday,3719.24,Bills & Utilities,AutoPay,Rural,Yes,Successful
TXN100460,2024-12-22 15:48:00,2024-12-22,15,Sunday,1882.6,Travel,Contact,Rural,No,Failed
TXN100464,2024-12-22 16:55:00,2024-12-22,16,Sunday,1537.56,Groceries,QR,Rural,No,Failed
TXN100252,2024-12-26 00:45:00,2024-12-26,0,Thursday,1372.33,Travel,Contact,Semi-Urban,No,Failed
TXN100329,2024-12-27 01:12:00,2024-12-27,1,Friday,3332.19,Entertainment,Online,Semi-Urban,No,Failed
TXN100215,2024-12-27 15:47:00,2024-12-27,15,Friday,4231.05,Travel,QR,Urban,Yes,Successful
TXN100396,2024-12-28 11:55:00,2024-12-28,11,Saturday,2842.29,Online Services,Online,Rural,Yes,Successful
TXN100225,2024-12-28 12:56:00,2024-12-28,12,Saturday,4427.2,Online Services,Contact,Semi-Urban,No,Failed
TXN100159,2024-12-28 20:02:00,2024-12-28,20,Saturday,905.87,Groceries,Online,Rural,No,Failed
TXN100143,2024-12-30 06:40:00,2024-12-30,6,Monday,1471.19,Entertainment,QR,Urban,Yes,Successful
